DMU,Year,Ticker,Bank Name,Assets,Employee Expense,Equity,Deposits,Borrowings,Lagged NPAs,Performing Loans,Investment,Net Income,Net-interest Income,Non-interest Income,NPAs,LP_Group,LP_Status,beta1,beta2,overall_beta,Stage1_Efficiency,Stage2_Efficiency,Overall_Efficiency,Stage1_Mean,Stage2_Mean,Class,Class_Name,Quadrant_Name
135,2021,FFDF,FFD Financial Corp,591.502,6.101,51.184,518.567,15.637,0.605,443.925,46.387,8.819,17.366,4.125,0.429,2021,Optimal,0.028110892,0.063458165,0.0457845285,0.971889108,0.8806569603045927,0.9542154715,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
139,2021,FFWM,First Foundation Inc,10196.204,87.908,1064.051,8811.96,230.702,20.628,6906.728,1209.627,109.511,233.284,70.453,14.54,2021,Optimal,0.040471353,0.069814366,0.0551428595,0.959528647,0.8694832146234238,0.9448571405,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
140,2021,FGBI,First Guaranty Bancshares Inc,2878.12,32.179,223.889,2596.492,49.635,30.907,2159.359,365.515,27.297,89.618,10.76,20.032,2021,Optimal,0.010297287,0.064822147,0.037559717,0.989702713,0.8782479361785851,0.962440283,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
143,2021,FHN,First Horizon Corp,89092.0,1154.0,8494.0,74895.0,4100.0,406.0,54859.0,9419.0,999.0,1994.0,1076.0,285.0,2021,Optimal,0.055508853,0.073067434,0.0642881435,0.944491147,0.8638157646297558,0.9357118565,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
153,2021,FMBM,F & M Bank Corp,1219.342,18.487,100.456,1080.295,22.729,6.537,662.421,413.217,10.738,31.274,11.306,5.508,2021,Optimal,0.038462306,0.10158659,0.070024448,0.961537694,0.8155631324451762,0.929975552,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
159,2021,FNRN,First Northern Community Bancorp,1899.087,22.756,150.911,1728.302,5.664,15.211,866.669,639.31,14.186,46.264,7.863,10.197,2021,Optimal,0.0069054321,0.12200354,0.06445448605,0.9930945679,0.7825255702847427,0.93554551395,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
163,2021,FRAF,Franklin Financial Services Corp,1773.806,24.78,157.065,1584.359,24.445,8.742,998.812,530.787,19.616,44.671,19.488,7.384,2021,Optimal,0.02612145,0.11820154,0.0721614949999999,0.97387855,0.7885863401690539,0.927838505,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
165,2021,FRFC,First Robinson Financial Corp,470.685,6.729,26.82,392.932,46.617,2.706,200.483,203.011,2.728,10.862,4.221,1.43,2021,Optimal,0.0,0.14008615,0.070043075,1.0,0.7542533956754058,0.929956925,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
173,2021,FUSB,First US Bancshares Inc,958.302,19.157,90.064,838.126,23.016,4.035,708.35,135.189,4.451,36.971,3.521,4.157,2021,Optimal,0.051564004,0.069275049,0.0604195265,0.948435996,0.8704261376625463,0.9395804735,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
174,2021,FVCB,FVCBankcorp Inc,2202.924,18.98,209.796,1883.769,55.621,9.487,1503.849,364.41,21.933,57.947,4.302,3.508,2021,Optimal,0.061688534,0.11030809,0.085998312,0.938311466,0.8013018350609334,0.914001688,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
